"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2015"	"2015"	"South Carolina"	"45"	554	4896146	11.3
	"2015"	"2015"	"South Dakota"	"46"	27	858469	3.1
	"2015"	"2015"	"Tennessee"	"47"	1038	6600299	15.7
	"2015"	"2015"	"Texas"	"48"	1287	27469114	4.7
	"2015"	"2015"	"Utah"	"49"	448	2995919	15.0
	"2015"	"2015"	"Vermont"	"50"	79	626042	12.6
	"2015"	"2015"	"Virginia"	"51"	820	8382993	9.8
	"2015"	"2015"	"Washington"	"53"	692	7170351	9.7
	"2015"	"2015"	"West Virginia"	"54"	629	1844128	34.1
	"2015"	"2015"	"Wisconsin"	"55"	622	5771337	10.8
	"2015"	"2015"	"Wyoming"	"56"	46	586107	7.8
	"2016"	"2016"	"Alabama"	"01"	343	4863300	7.1
	"2016"	"2016"	"Alaska"	"02"	94	741894	12.7
	"2016"	"2016"	"Arizona"	"04"	769	6931071	11.1
	"2016"	"2016"	"Arkansas"	"05"	169	2988248	5.7
	"2016"	"2016"	"California"	"06"	2012	39250017	5.1
	"2016"	"2016"	"Colorado"	"08"	536	5540545	9.7
	"2016"	"2016"	"Connecticut"	"09"	855	3576452	23.9
	"2016"	"2016"	"Delaware"	"10"	154	952065	16.2
	"2016"	"2016"	"District of Columbia"	"11"	209	681170	30.7
	"2016"	"2016"	"Florida"	"12"	2798	20612439	13.6
	"2016"	"2016"	"Georgia"	"13"	918	10310371	8.9
	"2016"	"2016"	"Hawaii"	"15"	77	1428557	5.4
	"2016"	"2016"	"Idaho"	"16"	119	1683140	7.1
	"2016"	"2016"	"Illinois"	"17"	1947	12801539	15.2
	"2016"	"2016"	"Indiana"	"18"	794	6633053	12.0
	"2016"	"2016"	"Iowa"	"19"	183	3134693	5.8
	"2016"	"2016"	"Kansas"	"20"	146	2907289	5.0
	"2016"	"2016"	"Kentucky"	"21"	989	4436974	22.3
	"2016"	"2016"	"Louisiana"	"22"	346	4681666	7.4
	"2016"	"2016"	"Maine"	"23"	301	1331479	22.6
	"2016"	"2016"	"Maryland"	"24"	1821	6016447	30.3
	"2016"	"2016"	"Massachusetts"	"25"	1990	6811779	29.2
	"2016"	"2016"	"Michigan"	"26"	1762	9928300	17.7
	"2016"	"2016"	"Minnesota"	"27"	396	5519952	7.2
	"2016"	"2016"	"Mississippi"	"28"	180	2988726	6.0
	"2016"	"2016"	"Missouri"	"29"	914	6093000	15.0
	"2016"	"2016"	"Montana"	"30"	42	1042520	4.0
	"2016"	"2016"	"Nebraska"	"31"	44	1907116	2.3
	"2016"	"2016"	"Nevada"	"32"	408	2940058	13.9
	"2016"	"2016"	"New Hampshire"	"33"	437	1334795	32.7
	"2016"	"2016"	"New Jersey"	"34"	1409	8944469	15.8
	"2016"	"2016"	"New Mexico"	"35"	349	2081015	16.8
	"2016"	"2016"	"New York"	"36"	3009	19745289	15.2
	"2016"	"2016"	"North Carolina"	"37"	1506	10146788	14.8
	"2016"	"2016"	"North Dakota"	"38"	54	757952	7.1
	"2016"	"2016"	"Ohio"	"39"	3613	11614373	31.1
	"2016"	"2016"	"Oklahoma"	"40"	444	3923561	11.3
	"2016"	"2016"	"Oregon"	"41"	312	4093465	7.6
	"2016"	"2016"	"Pennsylvania"	"42"	2235	12784227	17.5
	"2016"	"2016"	"Rhode Island"	"44"	279	1056426	26.4
	"2016"	"2016"	"South Carolina"	"45"	628	4961119	12.7
	"2016"	"2016"	"South Dakota"	"46"	42	865454	4.9
	"2016"	"2016"	"Tennessee"	"47"	1186	6651194	17.8
	"2016"	"2016"	"Texas"	"48"	1375	27862596	4.9
	"2016"	"2016"	"Utah"	"49"	466	3051217	15.3
	"2016"	"2016"	"Vermont"	"50"	101	624594	16.2
	"2016"	"2016"	"Virginia"	"51"	1130	8411808	13.4
	"2016"	"2016"	"Washington"	"53"	709	7288000	9.7
	"2016"	"2016"	"West Virginia"	"54"	733	1831102	40.0
	"2016"	"2016"	"Wisconsin"	"55"	866	5778708	15.0
	"2016"	"2016"	"Wyoming"	"56"	50	585501	8.5
	"2017"	"2017"	"Alabama"	"01"	422	4874747	8.7
	"2017"	"2017"	"Alaska"	"02"	102	739795	13.8
	"2017"	"2017"	"Arizona"	"04"	928	7016270	13.2
	"2017"	"2017"	"Arkansas"	"05"	188	3004279	6.3
	"2017"	"2017"	"California"	"06"	2199	39536653	5.6
	"2017"	"2017"	"Colorado"	"08"	578	5607154	10.3
	"2017"	"2017"	"Connecticut"	"09"	955	3588184	26.6
	"2017"	"2017"	"Delaware"	"10"	250	961939	26.0
	"2017"	"2017"	"District of Columbia"	"11"	244	693972	35.2
	"2017"	"2017"	"Florida"	"12"	3245	20984400	15.5
	"2017"	"2017"	"Georgia"	"13"	1014	10429379	9.7
	"2017"	"2017"	"Hawaii"	"15"	53	1427538	3.7
	"2017"	"2017"	"Idaho"	"16"	103	1716943	6.0
	"2017"	"2017"	"Illinois"	"17"	2202	12802023	17.2
	"2017"	"2017"	"Indiana"	"18"	1176	6666818	17.6
	"2017"	"2017"	"Iowa"	"19"	206	3145711	6.5
	"2017"	"2017"	"Kansas"	"20"	144	2913123	4.9
	"2017"	"2017"	"Kentucky"	"21"	1160	4454189	26.0
	"2017"	"2017"	"Louisiana"	"22"	415	4684333	8.9
	"2017"	"2017"	"Maine"	"23"	360	1335907	26.9
	"2017"	"2017"	"Maryland"	"24"	1985	6052177	32.8
	"2017"	"2017"	"Massachusetts"	"25"	1913	6859819	27.9
	"2017"	"2017"	"Michigan"	"26"	2033	9962311	20.4
	"2017"	"2017"	"Minnesota"	"27"	422	5576606	7.6
	"2017"	"2017"	"Mississippi"	"28"	185	2984100	6.2
	"2017"	"2017"	"Missouri"	"29"	952	6113532	15.6
	"2017"	"2017"	"Montana"	"30"	38	1050493	3.6
	"2017"	"2017"	"Nebraska"	"31"	59	1920076	3.1
	"2017"	"2017"	"Nevada"	"32"	412	2998039	13.7
	"2017"	"2017"	"New Hampshire"	"33"	424	1342795	31.6
	"2017"	"2017"	"New Jersey"	"34"	1969	9005644	21.9
	"2017"	"2017"	"New Mexico"	"35"	332	2088070	15.9
	"2017"	"2017"	"New York"	"36"	3224	19849399	16.2
	"2017"	"2017"	"North Carolina"	"37"	1953	10273419	19.0
	"2017"	"2017"	"North Dakota"	"38"	35	755393	4.6
	"2017"	"2017"	"Ohio"	"39"	4293	11658609	36.8
	"2017"	"2017"	"Oklahoma"	"40"	388	3930864	9.9
	"2017"	"2017"	"Oregon"	"41"	344	4142776	8.3
	"2017"	"2017"	"Pennsylvania"	"42"	2548	12805537	19.9
	"2017"	"2017"	"Rhode Island"	"44"	277	1059639	26.1
	"2017"	"2017"	"South Carolina"	"45"	749	5024369	14.9
	"2017"	"2017"	"South Dakota"	"46"	35	869666	4.0
	"2017"	"2017"	"Tennessee"	"47"	1269	6715984	18.9
	"2017"	"2017"	"Texas"	"48"	1458	28304596	5.2
	"2017"	"2017"	"Utah"	"49"	456	3101833	14.7
	"2017"	"2017"	"Vermont"	"50"	114	623657	18.3
	"2017"	"2017"	"Virginia"	"51"	1241	8470020	14.7
	"2017"	"2017"	"Washington"	"53"	742	7405743	10.0
	"2017"	"2017"	"West Virginia"	"54"	833	1815857	45.9
	"2017"	"2017"	"Wisconsin"	"55"	926	5795483	16.0
	"2017"	"2017"	"Wyoming"	"56"	47	579315	8.1
	"2018"	"2018"	"Alabama"	"01"	381	4887871	7.8
	"2018"	"2018"	"Alaska"	"02"	68	737438	9.2
	"2018"	"2018"	"Arizona"	"04"	1106	7171646	15.4
	"2018"	"2018"	"Arkansas"	"05"	208	3013825	6.9
	"2018"	"2018"	"California"	"06"	2410	39557045	6.1
	"2018"	"2018"	"Colorado"	"08"	564	5695564	9.9
	"2018"	"2018"	"Connecticut"	"09"	948	3572665	26.5
	"2018"	"2018"	"Delaware"	"10"	355	967171	36.7
	"2018"	"2018"	"District of Columbia"	"11"	191	702455	27.2
	"2018"	"2018"	"Florida"	"12"	3189	21299325	15.0
	"2018"	"2018"	"Georgia"	"13"	866	10519475	8.2
	"2018"	"2018"	"Hawaii"	"15"	59	1420491	4.2
	"2018"	"2018"	"Idaho"	"16"	120	1754208	6.8
	"2018"	"2018"	"Illinois"	"17"	2169	12741080	17.0
	"2018"	"2018"	"Indiana"	"18"	1104	6691878	16.5
	"2018"	"2018"	"Iowa"	"19"	143	3156145	4.5
	"2018"	"2018"	"Kansas"	"20"	156	2911505	5.4
	"2018"	"2018"	"Kentucky"	"21"	989	4468402	22.1
	"2018"	"2018"	"Louisiana"	"22"	444	4659978	9.5
	"2018"	"2018"	"Maine"	"23"	282	1338404	21.1
	"2018"	"2018"	"Maryland"	"24"	2087	6042718	34.5
	"2018"	"2018"	"Massachusetts"	"25"	1991	6902149	28.8
	"2018"	"2018"	"Michigan"	"26"	2011	9995915	20.1
	"2018"	"2018"	"Minnesota"	"27"	343	5611179	6.1
	"2018"	"2018"	"Mississippi"	"28"	173	2986530	5.8
	"2018"	"2018"	"Missouri"	"29"	1132	6126452	18.5
	"2018"	"2018"	"Montana"	"30"	64	1062305	6.0
	"2018"	"2018"	"Nebraska"	"31"	63	1929268	3.3
	"2018"	"2018"	"Nevada"	"32"	372	3034392	12.3
	"2018"	"2018"	"New Hampshire"	"33"	412	1356458	30.4
	"2018"	"2018"	"New Jersey"	"34"	2583	8908520	29.0
	"2018"	"2018"	"New Mexico"	"35"	338	2095428	16.1
	"2018"	"2018"	"New York"	"36"	2991	19542209	15.3
	"2018"	"2018"	"North Carolina"	"37"	1783	10383620	17.2
	"2018"	"2018"	"North Dakota"	"38"	36	760077	4.7
	"2018"	"2018"	"Ohio"	"39"	3237	11689442	27.7
	"2018"	"2018"	"Oklahoma"	"40"	308	3943079	7.8
	"2018"	"2018"	"Oregon"	"41"	339	4190713	8.1
	"2018"	"2018"	"Pennsylvania"	"42"	2866	12807060	22.4
	"2018"	"2018"	"Rhode Island"	"44"	267	1057315	25.3
	"2018"	"2018"	"South Carolina"	"45"	835	5084127	16.4
	"2018"	"2018"	"South Dakota"	"46"	28	882235	3.2
	"2018"	"2018"	"Tennessee"	"47"	1307	6770010	19.3
	"2018"	"2018"	"Texas"	"48"	1402	28701845	4.9
	"2018"	"2018"	"Utah"	"49"	437	3161105	13.8
	"2018"	"2018"	"Vermont"	"50"	127	626299	20.3
	"2018"	"2018"	"Virginia"	"51"	1193	8517685	14.0
	"2018"	"2018"	"Washington"	"53"	737	7535591	9.8
	"2018"	"2018"	"West Virginia"	"54"	702	1805832	38.9
	"2018"	"2018"	"Wisconsin"	"55"	846	5813568	14.6
	"2018"	"2018"	"Wyoming"	"56"	40	577737	6.9
	"2019"	"2019"	"Alabama"	"01"	414	4903185	8.4
	"2019"	"2019"	"Alaska"	"02"	83	731545	11.3
	"2019"	"2019"	"Arizona"	"04"	1290	7278717	17.7
	"2019"	"2019"	"Arkansas"	"05"	198	3017804	6.6
	"2019"	"2019"	"California"	"06"	3235	39512223	8.2
	"2019"	"2019"	"Colorado"	"08"	633	5758736	11.0
	"2019"	"2019"	"Connecticut"	"09"	1100	3565287	30.9
	"2019"	"2019"	"Delaware"	"10"	387	973764	39.7
	"2019"	"2019"	"District of Columbia"	"11"	243	705749	34.4
	"2019"	"2019"	"Florida"	"12"	3771	21477737	17.6
	"2019"	"2019"	"Georgia"	"13"	862	10617423	8.1
	"2019"	"2019"	"Hawaii"	"15"	55	1415872	3.9
	"2019"	"2019"	"Idaho"	"16"	133	1787065	7.4
	"2019"	"2019"	"Illinois"	"17"	2219	12671821	17.5
	"2019"	"2019"	"Indiana"	"18"	1254	6732219	18.6
	"2019"	"2019"	"Iowa"	"19"	161	3155070	5.1
	"2019"	"2019"	"Kansas"	"20"	184	2913314	6.3
	"2019"	"2019"	"Kentucky"	"21"	1036	4467673	23.2
	"2019"	"2019"	"Louisiana"	"22"	558	4648794	12.0
	"2019"	"2019"	"Maine"	"23"	323	1344212	24.0
	"2019"	"2019"	"Maryland"	"24"	2104	6045680	34.8
	"2019"	"2019"	"Massachusetts"	"25"	1969	6892503	28.6
	"2019"	"2019"	"Michigan"	"26"	1789	9986857	17.9
	"2019"	"2019"	"Minnesota"	"27"	428	5639632	7.6
	"2019"	"2019"	"Mississippi"	"28"	245	2976149	8.2
	"2019"	"2019"	"Missouri"	"29"	1096	6137428	17.9
	"2019"	"2019"	"Montana"	"30"	70	1068778	6.5
	"2019"	"2019"	"Nebraska"	"31"	68	1934408	3.5
	"2019"	"2019"	"Nevada"	"32"	373	3080156	12.1
	"2019"	"2019"	"New Hampshire"	"33"	365	1359711	26.8
	"2019"	"2019"	"New Jersey"	"34"	2502	8882190	28.2
	"2019"	"2019"	"New Mexico"	"35"	394	2096829	18.8
	"2019"	"2019"	"New York"	"36"	2939	19453561	15.1
	"2019"	"2019"	"North Carolina"	"37"	1817	10488084	17.3
	"2019"	"2019"	"North Dakota"	"38"	43	762062	5.6
	"2019"	"2019"	"Ohio"	"39"	3452	11689100	29.5
	"2019"	"2019"	"Oklahoma"	"40"	268	3956971	6.8
	"2019"	"2019"	"Oregon"	"41"	332	4217737	7.9
	"2019"	"2019"	"Pennsylvania"	"42"	3034	12801989	23.7
	"2019"	"2019"	"Rhode Island"	"44"	240	1059361	22.7
	"2019"	"2019"	"South Carolina"	"45"	862	5148714	16.7
	"2019"	"2019"	"South Dakota"	"46"	39	884659	4.4
	"2019"	"2019"	"Tennessee"	"47"	1543	6829174	22.6
	"2019"	"2019"	"Texas"	"48"	1497	28995881	5.2
	"2019"	"2019"	"Utah"	"49"	397	3205958	12.4
	"2019"	"2019"	"Vermont"	"50"	114	623989	18.3
	"2019"	"2019"	"Virginia"	"51"	1266	8535519	14.8
	"2019"	"2019"	"Washington"	"53"	827	7614893	10.9
	"2019"	"2019"	"West Virginia"	"54"	673	1792147	37.6
	"2019"	"2019"	"Wisconsin"	"55"	928	5822434	15.9
	"2019"	"2019"	"Wyoming"	"56"	47	578759	8.1
	"2020 "	"2020"	"Alabama"	"01"	611	4921532	12.4
	"2020 "	"2020"	"Alaska"	"02"	112	731158	15.3
	"2020 "	"2020"	"Arizona"	"04"	1884	7421401	25.4
	"2020 "	"2020"	"Arkansas"	"05"	284	3030522	9.4
	"2020 "	"2020"	"California"	"06"	5508	39368078	14.0
	"2020 "	"2020"	"Colorado"	"08"	978	5807719	16.8
	"2020 "	"2020"	"Connecticut"	"09"	1250	3557006	35.1
	"2020 "	"2020"	"Delaware"	"10"	407	986809	41.2
	"2020 "	"2020"	"District of Columbia"	"11"	337	712816	47.3
	"2020 "	"2020"	"Florida"	"12"	5470	21733312	25.2
	"2020 "	"2020"	"Georgia"	"13"	1305	10710017	12.2
	"2020 "	"2020"	"Hawaii"	"15"	74	1407006	5.3
	"2020 "	"2020"	"Idaho"	"16"	160	1826913	8.8
	"2020 "	"2020"	"Illinois"	"17"	2948	12587530	23.4
	"2020 "	"2020"	"Indiana"	"18"	1877	6754953	27.8
	"2020 "	"2020"	"Iowa"	"19"	224	3163561	7.1
	"2020 "	"2020"	"Kansas"	"20"	262	2913805	9.0
	"2020 "	"2020"	"Kentucky"	"21"	1688	4477251	37.7
	"2020 "	"2020"	"Louisiana"	"22"	945	4645318	20.3
	"2020 "	"2020"	"Maine"	"23"	420	1350141	31.1
	"2020 "	"2020"	"Maryland"	"24"	2504	6055802	41.3
	"2020 "	"2020"	"Massachusetts"	"25"	2065	6893574	30.0
	"2020 "	"2020"	"Michigan"	"26"	2190	9966555	22.0
	"2020 "	"2020"	"Minnesota"	"27"	678	5657342	12.0
	"2020 "	"2020"	"Mississippi"	"28"	405	2966786	13.7
	"2020 "	"2020"	"Missouri"	"29"	1377	6151548	22.4
	"2020 "	"2020"	"Montana"	"30"	86	1080577	8.0
	"2020 "	"2020"	"Nebraska"	"31"	101	1937552	5.2
	"2020 "	"2020"	"Nevada"	"32"	559	3138259	17.8
	"2020 "	"2020"	"New Hampshire"	"33"	341	1366275	25.0
	"2020 "	"2020"	"New Jersey"	"34"	2538	8882371	28.6
	"2020 "	"2020"	"New Mexico"	"35"	535	2106319	25.4
	"2020 "	"2020"	"New York"	"36"	4233	19336776	21.9
	"2020 "	"2020"	"North Carolina"	"37"	2634	10600823	24.8
	"2020 "	"2020"	"North Dakota"	"38"	71	765309	9.3
	"2020 "	"2020"	"Ohio"	"39"	4385	11693217	37.5
	"2020 "	"2020"	"Oklahoma"	"40"	320	3980783	8.0
	"2020 "	"2020"	"Oregon"	"41"	499	4241507	11.8
	"2020 "	"2020"	"Pennsylvania"	"42"	3907	12783254	30.6
	"2020 "	"2020"	"Rhode Island"	"44"	331	1057125	31.3
	"2020 "	"2020"	"South Carolina"	"45"	1409	5218040	27.0
	"2020 "	"2020"	"South Dakota"	"46"	46	892717	5.2
	"2020 "	"2020"	"Tennessee"	"47"	2412	6886834	35.0
	"2020 "	"2020"	"Texas"	"48"	2124	29360759	7.2
	"2020 "	"2020"	"Utah"	"49"	447	3249879	13.8
	"2020 "	"2020"	"Vermont"	"50"	157	623347	25.2
	"2020 "	"2020"	"Virginia"	"51"	1897	8590563	22.1
	"2020 "	"2020"	"Washington"	"53"	1195	7693612	15.5
	"2020 "	"2020"	"West Virginia"	"54"	1129	1784787	63.3
	"2020 "	"2020"	"Wisconsin"	"55"	1251	5832655	21.4
	"2020 "	"2020"	"Wyoming"	"56"	60	582328	10.3
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"UCD - ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X41"
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
"elsewhere classified); X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not"
"elsewhere classified); X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system); X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X60 (Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X61 (Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified); X62"
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified); X63"
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system); X64 (Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X85 (Assault by drugs,"
"medicaments and biological substances); Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent); Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent); Y12 (Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent); Y13 (Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent); Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent)"
"Group By: Year; State"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Feb 7, 2024 10:02:17 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Feb 7, 2024 10:02:17 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"9. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
